Donte DiVincenzo,SG,21,strained left quadriceps,1,11,206,Average Weight,193.04,Average,0,18.5,2.8,6.4,0.5,0.5,0.5,3.1,1.9,0.2,0.2,0.5,1.2,7,5.6,10.9,11.7,0.6,3,0.5,0.7,1,1.9,0.6,1,0.7,0.9,1.2,3.6,3.6,11.08,Equal
Russell Westbrook,PG,29,right knee injury,2,5,200,Average Weight,190.5,Average,5,38,9,20.8,5.9,8,2.4,10.1,9.9,2.2,0.3,5,3.4,24,21.6,20.46,31.5,9.6,19.6,4.7,7.4,0.6,7.3,8,2.1,0.1,4.1,3,22.9,19.2,21.94,Equal
Ty Lawson,PG,29,adductor muscle injury,2,14,195,Average Weight,180.34,Underaverage,6,23,3.7,7.4,2.2,2.5,0.6,1.7,5.5,1.1,0.2,1.9,1.7,10.1,10,15.65,28.7,3.6,8.7,2.7,3.2,0.9,1.7,5.5,1.1,0,2.2,2.9,9.9,8.2,10.29,Underperformed
Sergio Rodriguez,SG,30,sprained left ankle,2,9,176,Underweight,190.5,Underaverage,3,26,4.6,10.5,0.2,0.3,0.4,2.2,4.8,1.1,0,2,2.1,11.7,8.8,12.18,19.1,2.4,6.8,0.3,0.6,0.2,1.7,4.1,0.7,0,1.7,1.1,5.7,4.1,7.73,Underperformed
Ersan Ilyasova,PF,31,fractured nose,2,18,235,Average Weight,205.74,Average,14,15.6,2.1,6.2,1.2,1.3,1.4,2.7,0.9,0.4,0.3,1,2.4,6.2,3.8,8.77,15.6,2.5,5.2,0,0,0.9,2.4,0.6,1,0.2,0.6,1.9,5.7,4.6,10.62,Overperformed
Luc Mbah a Moute,SF,31,dislocated right shoulder,2,31,230,Overweight,203.2,Overaverage,6,21.8,1.6,4,0.3,0.6,0.4,2.7,0.8,1,0.5,0.7,1,4.2,4.1,6.77,29.6,2.9,6.7,1.4,1.9,0.3,2.8,1.1,1.2,0.2,1.4,1.6,8,5.8,7.05,Equal
Mario Chalmers,PG,31,right hamstring injury,2,13,190,Average Weight,187.96,Average,9,22.5,2.8,7.4,2.1,2.3,0.1,0.6,3,1.1,0.2,2.3,3.4,8.4,4.4,7.04,17,2.4,5.4,1.7,1.9,0.2,2.1,2.3,1,0.3,2,2.1,7.2,5.2,11.01,Overperformed
P.J. Tucker,PF,31,lower back injury,2,66,245,Overweight,195.98,Underaverage,3,21.4,4.5,10.3,2.7,3,3.4,5.6,3.6,1.4,0.1,2,2.8,12.5,12.1,20.36,18.6,1.1,3.2,1.4,1.7,1.2,3.3,1,1.3,0.3,0.8,2,3.4,4.2,8.13,Underperformed
Chris Paul,PG,32,strained right hamstring,2,516,175,Underweight,182.88,Underaverage,9,31.7,6.4,14.3,2.9,3.1,0.8,4.5,7,1.1,0.1,1.8,2.3,18.4,16.3,18.51,35.5,6,14.8,3.3,4.3,0.8,4.4,7.9,2.6,0.3,3,2.9,16.5,15,15.21,Underperformed
DeMarre Carroll,SF,32,hyperextended left knee,2,3,215,Average Weight,198.12,Average,19,22.7,3,6.6,2.7,3.6,0.8,5,1.1,0.3,0.1,1.4,1.5,10.1,8.2,13,27.9,3.9,9.8,2.5,3,1.1,3.8,1.2,0.4,0.2,1.1,2.5,11.8,7.9,11.9,Equal
Wes Matthews Jr.,SG,32,strained left hamstring,2,12,220,Overweight,195.58,Average,9,33.2,5.6,13,2.9,3.5,0.4,2.2,2.4,0.8,0.1,1.1,2.5,16.3,11.1,12.04,28.7,4.3,10.1,2.3,3.2,0.6,1.8,2.3,0.7,0.3,1.2,2,12.2,8.7,10.91,Equal
Zaza Pachulia,C,32,bruised right wrist,2,6,270,Overweight,210.82,Average,8,17.9,1.6,3.6,1,1.5,1.6,3,2.4,1,0.5,1.3,2.2,4,5.2,10.46,17.9,1.6,3.6,1,1.5,1.6,3,2.4,1,0.8,1.3,2.6,4,5.2,10.46,Equal
Boris Diaw,PF,34,bruised right leg,2,12,250,Overweight,203.2,Average,8,19.3,2.9,5.2,1.1,1.4,0.8,2.5,1.6,0.1,0.3,1.7,1.4,6.7,4.8,8.95,19.6,2.1,4.2,0.4,0.5,0.5,1.8,2.2,0.3,0,0.6,1.8,5,4.4,8.08,Equal
Tony Allen,SG,34,groin injury,2,10,213,Average Weight,193.04,Average,5,21.9,2,6.8,1.5,2.3,2.3,2,0.5,2.3,0,1.3,3,5.2,3.9,6.41,23.1,4,8.3,0.8,1,1,1.8,0.8,1.3,1,0.9,3.2,6,3.5,5.45,Equal
Devin Harris,PG,35,strained left hamstring,2,22,185,Underweight,190.5,Average,16,21.7,2.6,6.8,1.8,2.2,0,1.7,2.6,0.4,0,1.1,1.7,8,5.4,8.96,16.7,2.5,5.6,1.8,2.4,0.1,2,1.3,1.1,0.4,0.9,2.6,4.9,3.2,6.9,Underperformed
J.J. Redick,SG,35,strained left hamstring,2,146,200,Underweight,190.5,Underaverage,8,19.7,3.3,8.3,2.2,2.2,0,2,2.3,0.3,0.2,1.2,1.7,10.9,7.2,13.16,26,5.8,12.2,3,3.7,0.2,1.7,1.8,0.2,0.2,1.4,1,13.4,7.9,10.93,Underperformed
D'Angelo Russell,PG,21,left knee arthroscopic injury,3,63,194,Average Weight,193.04,Overaverage,6,27.7,7.5,16.7,4,5.9,0.7,4.3,4.8,0.8,0.2,3.8,2.3,19.5,12.9,16.77,18,3.4,10,1,1.3,0.4,1.9,2.8,0.4,0.3,2.6,1.5,8.4,3.1,6.2,Underperformed
Cameron Payne,PG,22,fractured right foot,3,73,183,Underweight,185.42,Underaverage,3,15.2,2.2,6.5,0.3,0.5,0.1,0.9,2.1,0.6,0,1.2,1.7,5.1,2,4.74,15.8,2.1,5.9,0.2,0.2,0.1,1.3,1.7,0.3,0.1,0.7,2.1,5.1,2.3,5.24,Equal
Chandler Hutchison,SF,22,toe injury,3,227,210,Underweight,198.12,Average,1,29.6,3.7,7.7,0.7,0.9,1,5.7,1,0.8,0.2,0.6,1.8,8.4,7.3,8.88,17.1,2.2,4.9,2.1,3.2,0.1,3.6,0.9,0.6,0.2,1.3,1.3,6.1,4.7,9.89,Equal
Nerlens Noel,C,22,left knee injury,3,46,220,Underweight,208.28,Average,2,19.3,4.9,10.4,1.8,3.8,2.8,6.4,2.1,2.2,1.2,2.4,3.9,10.4,10.3,19.21,14.1,3.1,5.2,1.1,1.7,1.2,1.8,0.3,1.1,0.7,0.1,1.5,6.8,7.1,18.13,Equal
Josh Richardson,SG,23,partially torn MCL in right knee,3,57,201,Underweight,198.12,Overaverage,2,26.1,4.3,12.3,1.3,2.3,1.5,8.5,2,0.5,0.3,1.4,3.7,8.5,4.8,6.62,20.6,5,11.3,1.5,2.3,1,3.3,0.5,0.3,0.4,1.9,2.6,11.3,5.4,6.94,Equal
Bobby Portis,PF,23,sprained MCL in right knee,3,46,250,Overweight,210.82,Overaverage,0,28.2,5.1,7.6,1,2.5,1.8,5.2,0.7,0.4,0.3,1.8,3.4,10.1,8.2,10.47,19.4,5.1,10.9,1.9,3.1,2.6,2.8,0.8,0.6,1,1.1,2.4,9,6.4,11.18,Equal
Clint Capela,C,23,fractured fibula in left leg,3,26,256,Overweight,208.28,Average,5,21.2,2.3,5.7,0.7,0.9,0.6,3.1,1.4,0.5,1,1,2.4,10.6,9.2,15.62,28,5.2,10.7,0.6,0.9,0.6,3.4,1.4,0.8,0.7,1.3,0.7,13.8,10.6,19.67,Overperformed
Kyle Kuzma,SF,23,left foot injury,3,211,221,Average Weight,205.74,Overaverage,3,33.8,6.6,16.3,2.9,4.1,0.4,4.2,3.1,0.6,0.4,1.6,2.8,16.8,10.4,11.08,22.2,4.9,10.8,1.4,1.7,0.6,3.3,0.6,0.1,0.2,1.7,2,12.9,7,11.35,Equal
Ben McLemore,SG,24,fractured right foot,3,25,195,Underweight,190.5,Underaverage,1,24.2,4.7,9.8,2.5,3.5,0.4,4,1.1,0.2,0.1,1.8,3.3,12,7.8,11.6,19.3,2.9,7.1,0.9,0.9,0.6,1.6,0.7,0.6,0.4,1.2,2.8,7.4,3.5,6.53,Underperformed
Joel Embiid,C,24,fractured left orbital bone,3,22,280,Overweight,213.36,Overaverage,5,25.4,7.1,15.1,5.1,6.2,2.6,8.1,2.8,0.5,1.9,3.1,2.8,19.4,15.9,22.54,34.8,7.5,17.3,5.4,7.6,2.9,9.8,2.3,0.9,1.8,3.6,3.9,20,15.4,15.93,Underperformed
Kendrick Nunn,PG,24,left Achilles injury,3,8,190,Average Weight,185.42,Underaverage,0,29.6,7,13,1.8,1.9,0.2,2.5,3,0.8,0.1,1.7,2,17.7,12.8,15.57,27.9,4.9,13.2,1.3,1.4,0.3,1.7,3.5,0.8,0.3,1,1.8,12.7,7.9,10.19,Underperformed
Kris Dunn,PG,24,sprained MCL in left knee,3,268,205,Overweight,190.5,Average,3,29.2,5,11.2,2.9,3.7,0.2,2.8,4.8,1.5,0.9,3.1,3.8,13.7,10,12.33,29.6,6,12,2,2.5,0.2,4.5,5.2,1.3,0,2.7,4,14,10.3,12.53,Equal
Alec Burks,SG,25,arthrosopic left ankle injury,3,62,214,Average Weight,198.12,Overaverage,6,20.8,3.2,8.1,2,3.1,0.3,2.9,1,0.5,0,1.3,2,8.9,5.1,8.83,10.1,1.7,3.6,1.4,2.2,0.3,1.2,0.5,0.2,0.1,0.3,1.7,4.7,3.4,12.12,Overperformed
Cody Zeller,C,25,torn meniscus in left knee,3,56,240,Average Weight,210.82,Average,10,20,2.1,4,2.1,2.5,1.8,2.5,1.3,0.7,0.9,1.1,2.4,6.1,6.5,11.7,18.1,2.6,4.6,1.4,2,1.6,3.8,1.2,0.4,0,1,2,6.2,6,11.93,Equal
Khris Middleton,SF,25,torn left hamstring,3,132,222,Average Weight,200.66,Average,6,33.4,7.2,13.8,2.2,2.2,0.2,3,4.5,2,0.4,3.1,2.6,17.9,13.5,14.55,25.7,4.7,3.6,3.1,3.6,0.3,3.2,2.8,0.8,0.2,2.7,2.8,11.2,11,15.41,Equal
Kyle Anderson,SF,25,right shoulder injury,3,261,230,Overweight,205.74,Overaverage,7,31.2,4.5,7.5,0.9,2,1.2,3.7,2.6,1.2,1.1,2,2.9,10,9.6,11.08,21,2.8,5.4,1.4,2.2,0.7,3.4,2.3,0.7,0.8,1.4,1.9,7.1,7,12,Equal
Malcolm Brogdon,PG,25,partially torn quadriceps tendon in left leg,3,66,229,Overweight,193.04,Overaverage,2,31.2,5.2,10,1.9,2.2,0.8,3.6,2.7,0.8,0.4,1.3,3.3,13,10.2,11.77,26.6,3.4,7.9,1.1,1.4,0.4,3,2.4,0.1,0,1.7,2,8.6,5,6.77,Underperformed
Norman Powell,SG,25,fractured left hand,3,26,215,Average Weight,193.04,Average,4,26.1,6.2,12.4,2.7,3.1,0.7,3.2,1.4,1.7,0.3,1.5,2.5,17.3,13.1,18.07,30.2,6.4,13.6,3.1,3.6,0.2,2.2,1.9,0.9,0.3,1.4,2.7,18,12,14.3,Underperformed
Reggie Bullock,SG,25,torn meniscus in left knee,3,49,205,Average Weight,198.12,Overaverage,8,14.2,2,4.5,0,0,0.5,1,0.5,0.5,1,0.5,0,5,4.4,11.15,17.5,2.1,4.9,0.2,0.4,0.3,1.9,1.1,0.5,0.1,0.5,1.5,5.1,3.6,7.41,Underperformed
Isaiah Canaan,PG,26,fractured left ankle,3,8,201,Average Weight,182.88,Underaverage,10,21.1,2.7,7.5,1.7,2.1,0.4,1.7,3,0.6,0.1,1.5,1.9,8,5.3,9.04,23.2,2.9,6.9,3,3.1,0.2,2.3,4.9,1.1,0,1.4,1.7,9.9,9.6,14.9,Overperformed
Kawhi Leonard,SF,26,right quadriceps injury,3,278,225,Average Weight,200.66,Average,14,23.3,5.8,12.3,3.4,4.2,0.7,4,2.3,2,0.7,1.8,1.4,15.9,13.4,20.7,32.6,8.3,17.7,5.8,6.5,1.4,6.3,3.1,1.6,0.5,2,1.4,23.5,19.1,21.09,Equal
Kyrie Irving,PG,26,left knee injury,3,208,195,Average Weight,187.96,Average,13,29,8.3,15.8,2.9,3.2,0.5,3.9,5.7,0.9,0.1,2.4,1.8,22.6,18.3,22.72,31.6,7.3,15.2,2.1,2.6,0.8,4,5.3,1,0.7,2.4,2,18.8,15,17.09,Underperformed
Blake Griffin,PF,27,arthroscopic right knee injury,3,36,250,Overweight,205.74,Average,6,35,8.6,18.4,3.7,5.4,2.4,6.1,5,0.5,0.3,3.7,2.5,20.1,14.4,14.81,32.3,8.8,17.1,5.4,6.9,2.5,6.1,5.7,1.1,0.5,2.3,2.4,22.6,20.5,22.85,Overperformed
Iman Shumpert,SG,25,left knee effusion,3,323,215,Average Weight,195.58,Average,15,23.7,2,5.2,1.1,1.5,0.5,3.1,1.6,0.7,0.4,1.4,1.6,5.4,4.1,6.23,23.4,3.1,6.9,0.8,1,0.1,3.2,2.1,0.9,0.4,0.8,2.6,8.7,7,10.77,Overperformed
Evan Turner,SF,28,fractured right hand,3,39,220,Average Weight,195.58,Underaverage,2,28.9,4.6,10.5,1,1.2,0.5,2.8,4,0.8,0.3,1.7,2,10.8,7.7,9.59,21.9,2.2,5.9,1,1.4,0.7,2.6,2,0.6,0.4,1.1,1.8,5.3,3.9,6.41,Underperformed
Isaiah Thomas,PG,28,hip impingement injury,3,226,185,Underweight,175.26,Underaverage,5,31.9,8.7,17.9,7.7,8.5,0.9,2.4,5.4,0.5,0.4,3.6,1.7,28.2,21.1,23.81,25.6,5.3,13.5,3,3.8,0.6,0.8,3.9,0.4,0.2,2.6,1.9,14.7,8.3,11.67,Underperformed
Lance Thomas,SF,28,fractured orbital bone,3,27,225,Average Weight,203.2,Overaverage,7,21.4,2.1,5.5,0.8,1,0.8,1.3,1,0.5,0,0.6,2.5,5.8,3.4,5.72,28,2.9,7.1,2,2.4,1,4.1,1,0.7,0.1,0.7,2.4,8.5,6.6,8.49,Overperformed
Quincy Pondexter,SF,28,left knee arthroscopic injury ,3,657,230,Overweight,200.66,Average,9,26.6,3,6.4,1,1.3,0.6,2,1.4,0.1,0.4,1.2,2.8,9,5.9,7.98,12.1,1.3,3.6,1.4,1.7,0.7,0.8,0.5,0.7,0.2,0.8,1.6,4.1,2.7,8.03,Equal
Brandan Wright,C,29,arthrosopic left ankle injury,3,19,210,Underweight,208.28,Average,11,18.5,3.4,4.4,0.6,1.2,1.6,2.2,0.4,0.8,1,1.4,2.4,7.1,6.8,13.23,14.6,3.3,5.6,0.7,1.2,1.4,1.6,0.3,0.3,0.6,0.3,1.3,6.9,6.1,15.04,Overperformed
Josh McRoberts,PF,29,stress fracture in left foot,3,385,240,Average Weight,208.28,Overaverage,10,16.2,2,3,0.5,1,1,0.5,0,0,0,0.5,2,4.1,2.6,5.78,2.9,0,0.5,0,0,0,0,0,0,0,0,1,0,-0.8,-9.93,Underperformed
Kevin Love,PF,29,fractured left hand,3,48,251,Overweight,203.2,Average,7,25.5,4.3,9.7,2.6,2.9,0.6,7.4,1.2,0.9,0.1,0.5,2.7,13,10.9,15.39,27.7,4.7,11.1,3.4,3.9,0.7,8.5,2.4,0.8,0.4,1.7,1.8,15,12.7,16.51,Equal
Darren Collison,PG,30,left knee arthroscopic injury,3,32,175,Underweight,182.88,Underaverage,4,30.8,4.8,10.2,1.7,1.8,0.4,1.8,4.9,2.4,0.5,1,1.8,12.8,12.9,15.08,26.7,4.2,8.5,1.5,2,0.6,1.7,5.9,0.9,0.1,1.2,1.4,11,11.2,15.1,Equal
Ian Mahinmi,C,30,torn medial meniscus in left knee,3,42,262,Overweight,210.82,Average,12,26.8,5.1,7.7,2.5,4,2.2,5.5,1.8,0.8,1,2.1,3.1,11.8,11.7,15.72,15,1.1,2.6,1.4,2.5,1.3,2.3,0.5,0.9,0.9,0.7,2.5,2.8,3.6,8.64,Underperformed
Kyle Lowry,PG,30,loose bodies surgery on right wrist,3,37,196,Average Weight,182.88,Underaverage,9,39.2,7.5,17.2,4.4,5.4,0.4,4.3,6.9,0.8,0.2,2.7,3.3,22.5,17.2,15.8,33.2,5.8,12,3.8,5.3,0.3,5,7.4,1.8,0.3,3.8,1.8,16.2,15.1,16.37,Equal
Mike Conley Jr.,PG,30,sore left Achilles,3,343,175,Underweight,185.42,Underaverage,7,30.9,5.2,13.9,4.5,5.5,0,2,3.9,1,0.3,1.6,1.8,16,11,12.82,31.5,5.3,14.8,4.5,5.4,0.7,2.5,6,1.2,0.2,1.7,2.2,16,12.3,14.06,Equal
Mike Scott,C,30,right foot injury,3,468,237,Underweight,200.66,Underaverage,8,25,3.1,6.8,0.3,0.4,0.6,3.9,0.7,0.1,0.2,0.2,2.1,8.2,6,8.64,17.2,2.5,5.1,0.6,0.6,0.9,2.1,0.6,0.3,0,0.5,2.4,6.7,4.7,6.91,Underperformed
Stephen Curry,PG,30,sprained MCL in left knee,3,38,185,Underweight,187.96,Average,11,28.5,7.6,15.2,3.9,4.1,0.8,4.1,5.2,1.7,0.2,3,1.9,22.9,18.9,23.87,34.8,9,19,3.1,3.3,0.6,5.2,4.4,1.6,0.7,2.7,2.3,24.5,18.4,19.03,Underperformed
Joakim Noah,C,32,loose bodies surgery for left knee arthrosopic injury,3,30,232,Underweight,210.82,Average,14,19.5,0.9,2.3,0.8,1.7,3.3,4.9,2,0.5,0.7,1.7,2.5,2.5,5.1,9.42,6.5,0.6,1.6,0.4,0.8,1.2,1.2,0.8,0.4,0.2,0.6,1.3,1.6,1.2,6.65,Underperformed
Dwight Howard,C,33,back injury,3,326,265,Overweight,208.28,Average,8,25.5,4.8,7.7,3.6,5.3,2.7,6.6,0.4,0.5,0.4,2,3.8,11.8,10.4,14.68,20.4,3.2,4.2,0.6,1.5,1.5,5.5,1,0.5,1.6,1,4.1,5.4,6.5,11.47,Underperformed
Pau Gasol,C,38,stress fracture in right foot,3,61,250,Average Weight,215.89,Overaverage,7,17.5,2.4,4.8,1.4,2,1.2,4.9,3.3,0.1,1,0.8,1.8,6.5,8.2,16.87,11.9,1.3,2.7,0.9,1.2,0.5,4.4,1,0.2,0.4,0.6,0.7,3.4,4.1,12.4,Underperformed
Zach LaVine,SG,21,torn ACL in left knee,4,344,205,Average Weight,195.58,Average,1,36.5,5,12,2.1,2.8,0.2,3.6,2.5,1.1,0.2,1.3,2.1,13.1,9.1,8.98,23.2,5,13.1,2.7,3.5,0.3,4.3,2.7,1,0.1,1.4,2.4,13.8,9.1,14.12,Overperformed
Dejounte Murray,PG,22,torn ACL in right knee,4,371,180,Underweight,195.58,Overaverage,6,27.8,3.7,8.9,2.7,3.6,1.2,5.2,3.3,1.6,0.5,1.9,2.5,10.1,9.5,12.3,22.7,4,8.6,2.7,3.4,1.2,6.1,4.7,1.4,0.5,2.8,2.3,10.3,10.2,16.18,Overperformed
Jabari Parker,PF,22,torn ACL in left knee,4,298,245,Overweight,203.2,Average,3,27.9,6.2,13.7,1.1,1.6,1.9,4.3,2.3,1.2,0.3,1.7,1.8,14.5,10.8,13.94,29.6,5.8,12.9,1.6,2.4,1.2,4.9,1.8,0.7,0.4,2.5,1.6,13.7,8.7,10.58,Underperformed
Kristaps Porzingis,PF,22,torn ACL in left knee,4,618,245,Overweight,220.98,Overaverage,7,29.2,6.9,15,3.1,4.5,1,4.5,0.9,1,2.9,0.9,2.9,17.9,14.4,17.75,31.6,6.6,16.4,3.1,4.3,1.2,7,1.6,0.3,2.5,2,3.4,17.5,11.9,13.56,Underperformed
Frank Mason,PG,24,partially torn plantar fascia in left foot,4,597,185,Average Weight,180.34,Underaverage,1,19.4,3.1,8.3,1.3,1.7,0.7,3,3,0.3,0.3,1.2,1.7,8,5.7,10.58,15.5,2.5,6.4,1.2,1.9,0.1,1.6,3.5,0.6,0.2,1.4,2.5,6.8,4.9,11.38,Equal
Denzel Valentine,SF,25,left ankle injury,4,598,213,Average Weight,193.04,Underaverage,3,25.5,5.1,11,0.2,0.6,0.3,3.1,3.1,1.4,0.3,2,2.4,12.8,9.3,13.13,13.7,3,6.1,0.2,0.2,0.1,2.1,1.6,0.8,0.4,0.4,1.4,7.9,6.8,17.87,Overperformed
Andre Roberson,SG,26,torn patellar tendon in left knee,4,636,210,Average Weight,200.66,Overaverage,14,24.2,2,3,0.6,2.2,1.8,2.8,1.4,1.8,0.8,0.8,3,4.1,6.9,10.26,12.4,1.1,4.1,0.1,0.3,1,2.9,0.6,0.1,0.4,0.3,1.9,2.7,1.7,4.94,Underperformed
DeMarcus Cousins,C,26,tendinitis in right Achilles,4,357,270,Overweight,208.28,Average,10,38.7,7.1,17.3,6,8.4,2.9,12.4,7,2.1,1.2,5.5,4.3,21,19.1,17.77,22.9,4.6,10.1,4.1,5.5,1.2,5.3,3.6,1.2,1.2,2.6,3.7,13.5,11.7,18.39,Equal
Javonte Green,PF,26,torn meniscus in right knee,4,127,205,Underweight,195.58,Underaverage,1,13.4,3.5,7,1.3,1.5,1.5,1.8,0.8,0.3,0.3,1.4,1.8,9,6.1,16.39,17.5,2.3,4.4,1.4,2.1,1.6,2,0.8,0.9,0.1,0.9,1,5.4,5.5,11.31,Underperformed
Michael Carter-Williams,PG,26,posterior tear in labrum on left shoulder,4,239,190,Average Weight,195.58,Overaverage,5,16.5,2.3,6.1,2.1,2.5,0.5,2.2,2,1.2,0.7,1.2,1.7,7,6,13.09,13.8,1.9,5.1,1,2.3,0.3,1.1,2,1,0.6,1.1,2.4,4,2.9,7.57,Underperformed
Victor Oladipo,SG,26,ruptured quadriceps tendon in right knee,4,368,217,Overweight,190.5,Underaverage,13,29.7,6.2,15.3,2.3,3.2,0.9,3,4.4,1.4,0.1,2,2.3,15.8,11.1,13.45,25.5,4.3,11.7,2,2.6,0.7,2,2.4,0.8,0.1,2,1.3,11.5,6.4,9.04,Underperformed
Avery Bradley,SG,27,sports hernia,4,237,180,Underweight,190.5,Underaverage,13,28.7,4.2,10.1,0.3,0.3,0.5,2.5,1.6,0.7,0.1,1.4,1.7,8.9,4.4,5.52,27.5,3.1,8.9,0.1,0.1,0.8,1.1,1.6,0.7,0.3,1.6,2.8,7.1,2.3,3.01,Underperformed
C.J. Wilcox,SG,27,torn right Achilles tendon,4,393,195,Underweight,195.58,Average,13,3,0.3,0.8,0,0,0.2,0.5,0.3,0.2,0.2,0.2,0.7,0.7,0.6,7.2,6,0.4,2.4,0,0,0.4,0.2,0.6,0.2,0,0.2,0.6,1,0,0,Underperformed
Gordon Hayward,SF,27,fractured tibia in left leg and dislocated left ankle,4,366,225,Average Weight,200.66,Average,5,34.2,8.8,16.7,3.3,4.4,0.6,4,3.2,0.9,0.4,1.9,1.6,22,16.8,17.68,25,3.8,9.5,1,1.5,1,4.6,2.2,0.8,0.3,1.2,1.7,9.5,7.3,10.51,Underperformed
Klay Thompson,SG,29,torn ACL in left knee,4,940,220,Overweight,198.12,Overaverage,5,32.1,9.1,19.3,2.1,2.4,0.5,3.5,2.5,1.4,0.6,2.1,2.8,24.3,16.3,18.28,23.4,5.8,14.3,1.6,1.6,0.6,2.7,2.7,0.6,0.5,1.7,1.2,15.6,9.8,15.08,Underperformed
Kevin Durant,PF,30,torn right Achilles tendon,4,557,240,Average Weight,208.28,Overaverage,14,36.9,11.4,22.2,9.4,10.5,0.1,5.2,5.1,1.2,0.8,3.9,3.4,34.4,25.6,24.98,34.9,10.3,18.8,7.2,8.3,0.4,6.5,5.8,0.9,1,3.9,1.8,29.8,24.5,25.27,Equal
Ramon Sessions,PG,30,torn lateral meniscus in left knee,4,253,185,Underweight,190.5,Average,2,15.4,1.8,4.9,2,2.2,0.1,1.3,2,0.4,0,0.8,0.9,6,4.5,10.52,14.9,1.6,4.9,1.2,1.5,0.1,1.3,2.7,0.7,0.1,1.4,1.3,4.4,2.9,7.01,Underperformed
Rudy Gay,SF,30,torn left Achilles tendon,4,277,250,Overweight,203.2,Overaverage,11,31.4,5.9,14,3.1,3.4,0.7,5,2.4,2,0.3,2.6,2.7,16,10.9,12.5,34.6,6.9,15.1,3.7,4.1,2.1,4.7,2,1.3,1.6,3.3,3,15.7,10.3,10.72,Underperformed
Andrew Bogut,C,32,fractured tibia in right leg,4,245,260,Average Weight,213.36,Overaverage,21,18.3,0.8,1.8,0,0,1.2,3.6,1.4,0.2,1.1,1.4,2.6,2.1,2.6,5.11,9.1,0.6,1.1,0,0,0.9,2.9,0.7,0.2,0.5,1.6,1.8,1.2,0.9,3.56,Underperformed
